Age,MonthlyIncome,CreditScore,ExistingLoan,LoanAmount,LoanTerm,Dependents,EmploymentStatus,EmploymentYears,PaymentHistory,Eligible
39,15390,623,140987,798501,24,0,Salaried,7,Average,0
54,60436,683,273302,316441,36,1,Self-Employed,1,Good,1
34,26569,645,205229,683801,12,0,Salaried,8,Good,0
24,37490,402,10547,965100,36,2,Salaried,3,Average,1
47,60875,514,350857,922911,12,0,Self-Employed,11,Good,1
49,20867,491,264603,148752,24,4,Salaried,10,Average,0
48,95820,493,421984,186080,24,3,Salaried,4,Average,1
55,114515,679,63146,267885,48,1,Salaried,11,Poor,1
28,24121,702,365721,427625,48,2,Unemployed,20,Good,1
36,16539,310,444086,197892,36,3,Business,3,Average,0
56,142402,486,107761,514764,24,2,Business,12,Good,1
50,89229,314,365871,203325,48,1,Business,0,Good,0
38,65435,596,312604,472418,24,4,Unemployed,17,Good,1
22,78965,710,82970,996740,12,1,Business,3,Average,1
33,126048,351,191889,641444,48,2,Self-Employed,3,Average,1
24,111444,327,169319,817248,36,2,Salaried,7,Good,1
46,84922,316,15419,110263,48,1,Salaried,19,Good,1
45,112799,650,493769,955428,24,0,Self-Employed,5,Average,1
50,108948,727,35577,673540,60,1,Unemployed,3,Average,1
31,23947,528,2921,168632,60,4,Salaried,3,Average,0
27,63785,509,397892,911287,24,1,Business,10,Poor,1
51,134963,730,479177,66575,12,3,Salaried,8,Poor,1
30,15507,593,493937,324348,48,0,Salaried,13,Good,0
59,26618,403,442900,61952,60,3,Salaried,3,Good,0
33,89286,503,144535,569826,12,1,Self-Employed,12,Good,1
51,31122,352,156546,133323,24,0,Salaried,5,Average,0
27,124598,674,303079,756502,12,3,Business,12,Good,1
56,101436,353,125534,214944,24,3,Business,2,Average,1
40,43633,575,460221,734736,48,0,Business,6,Good,1
24,39495,634,256872,771444,12,0,Salaried,0,Poor,0
27,79550,330,451812,192712,48,2,Business,10,Average,0
21,51483,434,72828,338581,12,0,Salaried,1,Good,1
33,128181,357,123649,177129,24,1,Salaried,4,Good,1
42,49069,404,484161,924113,24,4,Business,13,Good,1
41,134873,565,351206,828810,12,2,Salaried,12,Average,0
42,131843,821,55152,582191,24,0,Salaried,15,Average,1
48,86947,795,220073,264776,36,4,Salaried,14,Average,1
29,110761,552,358635,601151,36,2,Business,2,Good,1
46,128753,594,223393,355525,48,1,Salaried,5,Good,1
29,146764,457,86569,864980,36,4,Self-Employed,8,Good,1
35,43926,848,334611,493172,36,0,Self-Employed,2,Good,1
30,114782,366,445792,585755,60,0,Business,12,Good,1
44,119700,598,459843,370098,60,1,Business,12,Good,1
28,88984,762,156844,336045,60,2,Salaried,6,Good,1
44,64593,400,409579,859733,60,4,Salaried,4,Average,0
36,90609,355,159562,961118,24,1,Salaried,7,Poor,0
46,20209,631,452220,807902,48,2,Salaried,7,Good,0
47,141700,692,122537,921612,48,3,Business,6,Average,1
57,101597,680,53806,644191,36,3,Salaried,18,Good,1
24,22211,391,393476,416099,48,2,Salaried,6,Good,1
44,24927,746,75992,983708,36,0,Business,3,Poor,0
39,132333,408,284464,594043,48,0,Self-Employed,9,Good,1
56,91382,616,341115,371961,12,3,Business,12,Good,1
59,118780,467,258852,838525,12,0,Business,3,Good,1
30,55696,734,173217,306094,48,0,Business,18,Good,1
45,82616,741,194760,512753,24,2,Self-Employed,9,Average,1
38,65013,517,310725,932751,36,2,Salaried,6,Good,1
39,64556,521,485777,335084,48,0,Unemployed,4,Good,0
56,138723,827,355789,749400,36,2,Self-Employed,2,Poor,1
30,41140,577,20754,703002,60,4,Salaried,1,Good,1
53,16184,765,69837,141544,48,3,Salaried,10,Good,1
25,126361,329,138279,658725,24,4,Self-Employed,9,Poor,1
55,20606,658,421136,405113,60,4,Unemployed,12,Good,1
54,31555,587,218811,157001,48,0,Salaried,6,Poor,0
53,105385,385,385890,137725,12,0,Salaried,9,Poor,0
41,73502,533,114780,427928,48,4,Business,3,Good,1
37,118844,612,87081,160675,12,4,Unemployed,19,Good,1
42,106321,664,286160,144266,12,1,Salaried,15,Good,1
57,64056,568,489850,321380,48,1,Salaried,19,Poor,0
35,113234,430,322666,909029,48,3,Self-Employed,5,Good,1
55,56850,650,383040,265196,12,4,Salaried,8,Average,1
48,42843,479,467308,184974,36,2,Business,12,Poor,1
27,77320,779,447284,673944,60,1,Salaried,6,Average,1
52,44793,462,112099,346508,24,0,Salaried,17,Poor,1
31,34627,395,151174,681359,48,4,Salaried,13,Average,1
30,76822,809,366573,406554,60,2,Salaried,4,Poor,1
29,70798,664,264068,201168,60,2,Salaried,12,Good,1
34,90318,652,85015,193092,36,2,Salaried,7,Average,1
33,119186,735,104987,632761,60,0,Business,14,Average,1
45,102902,382,54333,291472,48,1,Salaried,18,Good,1
22,86334,524,215530,356297,60,2,Unemployed,8,Good,1
55,121719,711,477412,222349,48,1,Salaried,5,Average,1
27,138099,417,177171,350646,48,3,Self-Employed,13,Good,1
41,27720,781,188418,65675,12,0,Salaried,9,Good,1
38,72608,491,126372,991869,36,1,Salaried,8,Good,1
23,122449,406,206553,168384,24,1,Self-Employed,16,Poor,1
59,117828,681,443278,128229,12,2,Self-Employed,12,Good,1
31,141613,689,393522,663337,24,2,Business,16,Average,1
59,87095,543,350639,757508,48,0,Business,18,Good,1
44,120924,767,69767,401301,12,1,Self-Employed,12,Good,1
39,111452,837,104332,270319,60,4,Salaried,8,Good,1
24,102593,509,143279,679999,60,2,Business,0,Average,1
46,121975,372,301570,684378,24,2,Self-Employed,0,Average,0
58,92242,608,6336,929753,48,3,Unemployed,4,Average,1
52,131041,485,374344,776262,24,0,Business,7,Average,1
59,141202,552,206238,862897,36,1,Salaried,17,Good,1
56,92606,312,279400,868718,60,1,Salaried,3,Average,1
60,138769,598,230517,104795,12,1,Self-Employed,0,Good,1
57,133542,375,180889,420283,12,2,Business,14,Good,1
53,121438,350,499920,784543,12,0,Self-Employed,19,Poor,1
56,15924,448,295863,153845,60,1,Business,3,Poor,0
23,66322,421,304161,362130,48,4,Salaried,8,Good,0
29,86042,510,45704,387540,60,3,Salaried,19,Poor,1
28,61418,579,292157,891610,60,3,Salaried,9,Average,1
53,115699,837,342135,847177,12,1,Self-Employed,14,Good,1
26,105140,455,332402,828520,60,2,Self-Employed,2,Good,0
59,26781,537,340492,303730,12,3,Salaried,1,Poor,0
24,132358,675,226884,253426,48,3,Self-Employed,4,Average,1
33,51133,381,167848,916069,36,3,Salaried,0,Good,1
22,112628,791,272204,972532,12,3,Salaried,10,Average,1
25,91946,655,471808,279333,24,1,Business,11,Good,1
47,100058,572,399871,622854,36,0,Salaried,2,Good,1
52,58129,343,219182,880154,48,0,Self-Employed,15,Average,1
41,23531,422,312067,923055,36,2,Business,13,Good,0
28,52038,648,78563,423218,12,4,Business,11,Average,0
58,102939,629,135102,649262,48,0,Salaried,19,Poor,0
28,57674,708,89779,526908,24,4,Salaried,15,Poor,1
23,142572,622,164361,396228,12,0,Business,20,Average,0
23,44831,410,412955,220951,12,0,Business,7,Poor,1
42,72174,388,99704,467983,48,2,Business,16,Poor,1
26,26279,732,261757,298595,48,3,Salaried,16,Good,1
22,75610,398,391301,953785,36,2,Salaried,6,Poor,1
43,68051,838,110234,678705,24,0,Self-Employed,14,Good,1
22,71652,445,323831,904531,36,3,Business,8,Good,1
58,80524,556,36491,229729,36,3,Salaried,3,Average,1
37,21470,488,226621,189570,12,3,Salaried,7,Good,0
55,68473,539,334259,254739,48,4,Business,9,Good,0
54,59439,802,380079,337251,12,0,Salaried,14,Average,1
43,29308,570,345922,734153,24,1,Salaried,17,Good,0
50,106563,819,397997,970200,36,2,Salaried,13,Poor,1
28,50081,849,20448,890271,24,4,Salaried,4,Good,1
42,24837,413,313694,663529,48,2,Self-Employed,8,Poor,0
56,133128,638,49294,597685,48,1,Salaried,12,Good,1
25,127651,658,283590,581992,60,3,Salaried,18,Average,1
33,112624,633,338723,852874,24,1,Salaried,10,Good,1
49,45063,468,216461,769148,12,2,Salaried,11,Average,0
51,84453,638,376823,179576,24,1,Self-Employed,2,Good,1
36,117166,560,85615,59765,36,0,Salaried,1,Good,1
50,29506,498,17101,427972,48,1,Self-Employed,14,Good,1
36,128604,510,459394,60002,48,0,Salaried,4,Good,1
32,41026,586,290160,834141,24,1,Salaried,6,Poor,0
37,67413,771,150004,847822,24,0,Salaried,3,Good,1
36,80066,781,437869,225508,24,0,Salaried,4,Average,1
32,65971,322,90481,308446,36,1,Self-Employed,15,Average,0
28,128978,408,52802,527698,36,4,Salaried,14,Good,1
40,65494,595,269693,295620,12,3,Business,15,Good,0
23,118864,305,210005,580929,24,3,Salaried,3,Good,1
36,147151,849,156434,476925,12,3,Salaried,5,Good,1
50,110386,502,47842,161119,60,0,Salaried,17,Good,1
43,101126,624,46539,482525,36,3,Business,2,Good,1
48,95863,543,33717,327768,48,0,Salaried,4,Good,1
60,93291,626,447812,59966,60,4,Salaried,1,Average,0
25,140659,346,246281,270422,48,1,Salaried,15,Average,1
40,22235,312,416232,215261,60,1,Salaried,5,Average,0
60,97733,679,186272,121301,12,0,Unemployed,14,Good,1
21,77712,664,473484,689411,12,0,Self-Employed,17,Good,1
50,140849,641,453503,460439,36,4,Business,5,Good,1
41,94823,520,115042,545521,48,3,Self-Employed,12,Good,1
40,119215,372,127922,390327,60,4,Self-Employed,12,Good,1
26,47230,345,92447,808912,24,1,Salaried,0,Poor,1
42,99573,803,345546,54959,24,1,Self-Employed,15,Good,1
38,55644,573,304751,994761,36,3,Salaried,3,Good,0
28,60203,507,158693,362946,48,1,Salaried,16,Average,1
59,81677,423,12823,698413,24,0,Self-Employed,17,Average,1
52,138246,309,29986,435939,36,1,Business,15,Good,1
53,99817,628,121682,77215,36,2,Self-Employed,0,Good,1
36,84806,486,64325,105046,48,3,Self-Employed,5,Poor,1
32,57814,842,390069,807553,24,3,Salaried,10,Good,1
58,85219,359,250476,406737,24,3,Salaried,5,Average,0
54,110345,741,57771,477310,24,2,Salaried,16,Poor,1
34,115088,516,54973,744029,12,4,Business,3,Poor,1
56,84322,301,145762,217198,24,0,Unemployed,13,Good,0
53,36650,835,301251,391180,60,3,Salaried,13,Good,1
43,109242,655,57888,946296,12,1,Salaried,19,Good,1
22,53196,464,10956,694621,12,0,Salaried,7,Good,1
41,44709,390,86839,591060,12,1,Business,1,Average,0
22,95428,466,449443,626231,12,0,Self-Employed,4,Poor,1
47,24943,506,167605,381012,36,0,Salaried,3,Good,0
29,36042,581,488426,361999,60,1,Unemployed,9,Good,1
21,58894,364,449450,727578,48,1,Business,19,Good,1
31,71759,815,101131,675412,24,0,Salaried,20,Good,1
23,120973,456,329738,369349,12,3,Unemployed,2,Good,0
43,59306,605,187973,710319,48,1,Salaried,15,Good,1
46,123369,694,11519,264051,36,2,Salaried,9,Average,1
24,43379,373,162187,488350,48,2,Salaried,14,Good,1
38,135667,486,459482,600162,12,0,Business,3,Good,1
26,149034,636,1832,705295,60,4,Self-Employed,0,Good,1
55,132626,539,434584,575589,48,0,Salaried,14,Good,1
42,140180,832,481641,370161,12,0,Unemployed,9,Good,1
35,67349,440,113922,617607,12,3,Salaried,19,Poor,0
42,20730,564,105474,794976,24,3,Business,17,Poor,0
57,34023,438,69715,267291,24,4,Self-Employed,15,Good,1
32,141796,758,333979,334599,60,4,Salaried,20,Average,1
58,96533,369,73366,709472,24,4,Salaried,8,Good,1
38,98286,684,37570,369177,60,4,Business,18,Good,1
55,56979,497,481193,554283,36,4,Salaried,16,Average,0
50,37837,504,137687,553294,36,0,Self-Employed,9,Good,1
44,119975,730,465514,239432,24,0,Self-Employed,18,Good,1
50,35923,624,38311,525634,36,2,Business,7,Good,1
34,23876,741,352389,999649,48,2,Salaried,18,Good,1
26,75973,587,103187,419068,48,1,Salaried,4,Good,1
23,148959,525,285578,82735,48,0,Salaried,1,Good,1
36,57422,363,86879,909213,36,4,Business,14,Good,1
27,66413,797,15739,291207,48,1,Salaried,16,Average,1
34,117484,359,66202,962463,60,3,Salaried,9,Good,1
29,148913,696,98580,178305,12,0,Unemployed,20,Good,1
35,43756,556,224491,773001,24,2,Business,20,Good,1
41,86576,538,79599,682337,60,0,Salaried,1,Poor,0
55,133248,337,164721,464927,48,0,Unemployed,8,Good,1
22,25304,324,231436,317774,12,0,Self-Employed,1,Poor,0
47,45341,709,440661,115488,24,0,Salaried,17,Good,1
22,142039,760,116770,184278,60,3,Salaried,11,Poor,1
55,147447,716,301614,572059,24,2,Self-Employed,14,Good,1
38,114485,656,337109,892721,36,0,Business,20,Good,1
34,37092,682,387476,331097,48,3,Salaried,19,Good,1
40,146562,457,179693,413076,60,1,Salaried,5,Good,1
38,18729,732,391825,715428,60,0,Salaried,17,Average,0
30,133222,347,426142,308946,12,3,Self-Employed,12,Good,1
45,100216,627,261051,128930,12,4,Salaried,3,Good,0
22,98860,732,114300,236988,12,1,Salaried,11,Average,1
45,111870,730,300141,313211,24,2,Self-Employed,8,Poor,1
53,36398,355,191012,362802,48,0,Business,1,Poor,0
56,49650,567,171796,626453,24,0,Self-Employed,15,Good,1
51,118889,368,359949,392925,48,3,Salaried,0,Good,0
34,18159,748,162776,190931,60,2,Salaried,3,Good,1
21,113162,556,384346,603452,24,4,Salaried,14,Average,0
36,117834,789,421607,154946,24,1,Unemployed,19,Average,1
23,36638,348,456507,261985,24,2,Business,0,Poor,0
55,16073,615,482939,964012,36,0,Salaried,19,Good,0
26,44320,712,241942,807730,48,3,Salaried,14,Poor,1
45,49924,733,2526,411395,48,4,Self-Employed,2,Average,1
33,83116,301,417902,595061,24,3,Self-Employed,12,Good,1
54,17159,444,335483,500511,36,1,Salaried,17,Average,0
28,63940,665,491420,608227,24,2,Business,12,Good,1
41,94436,719,268718,973618,48,3,Business,9,Average,1
54,29678,743,270877,934907,60,3,Self-Employed,19,Poor,0
24,82163,733,312434,301442,36,0,Business,6,Good,1
45,66137,356,334937,324962,36,3,Business,7,Average,0
35,76497,477,36051,321479,24,4,Business,0,Good,1
24,115485,592,15909,551571,60,2,Unemployed,17,Average,0
32,120468,345,482898,367152,48,1,Salaried,11,Average,1
52,15901,469,77338,646033,12,3,Salaried,17,Poor,0
52,102980,570,335576,748508,48,4,Business,11,Average,0
48,122594,716,290277,306445,48,1,Business,19,Good,1
33,17881,438,182643,315721,60,4,Unemployed,8,Good,0
51,44863,546,79062,123916,36,3,Salaried,1,Average,0
34,147450,447,181980,709436,48,3,Self-Employed,13,Good,1
40,60201,529,404494,476141,36,2,Salaried,3,Average,0
38,74251,673,373690,109314,60,0,Self-Employed,14,Good,1
49,87572,379,51458,877637,60,4,Salaried,16,Poor,0
26,54255,364,457481,454311,24,0,Salaried,18,Good,1
52,78212,387,449998,687871,12,0,Salaried,5,Poor,1
49,65210,387,317559,659003,60,1,Self-Employed,8,Average,1
22,140629,503,222159,286576,60,1,Salaried,16,Good,1
43,37499,681,316304,106680,36,4,Salaried,14,Good,1
39,117552,775,316543,78400,60,0,Salaried,4,Poor,1
51,76360,838,287442,556367,48,2,Salaried,17,Average,1
25,142466,513,231946,681633,24,0,Unemployed,3,Good,1
39,100473,373,153263,772706,24,1,Salaried,20,Poor,0
54,106873,360,450180,137110,48,0,Salaried,1,Good,0
30,80756,842,164164,694408,60,3,Business,18,Good,1
45,71344,518,89407,340706,12,3,Self-Employed,4,Average,0
22,86154,311,206329,68510,60,2,Business,3,Good,1
31,42464,714,497165,635896,24,4,Self-Employed,4,Good,1
51,136897,331,62513,515705,12,0,Unemployed,18,Average,0
35,52344,459,313241,364326,36,3,Salaried,12,Average,0
29,98791,536,423495,809987,36,4,Unemployed,15,Good,0
43,147534,480,145476,601171,60,3,Business,11,Average,1
39,135209,640,463238,547125,60,4,Self-Employed,8,Good,1
29,96441,757,35198,776787,12,4,Self-Employed,15,Good,1
55,105456,379,225295,741204,12,3,Self-Employed,13,Average,1
41,96788,772,312141,986232,60,1,Salaried,0,Good,1
29,29175,411,471908,804283,24,4,Salaried,19,Average,0
48,98434,591,393783,585382,36,0,Unemployed,20,Average,0
27,99518,682,454248,969911,12,3,Self-Employed,3,Average,1
36,81537,316,264323,586932,24,1,Salaried,8,Good,1
36,130721,792,2019,282380,60,3,Business,18,Good,1
53,62645,630,81455,135834,48,2,Self-Employed,13,Good,1
24,38283,785,216311,421126,12,0,Salaried,11,Average,1
24,101971,705,149776,503962,48,2,Business,3,Good,1
59,107759,416,149102,102748,24,4,Business,6,Good,1
60,117780,414,389027,895453,36,4,Salaried,16,Average,1
37,45734,848,331589,112651,24,2,Unemployed,0,Average,0
57,15515,846,335695,348951,36,2,Salaried,13,Good,1
59,125782,635,3420,78669,24,4,Salaried,14,Poor,0
49,81727,635,322019,735521,12,1,Salaried,11,Good,1
56,124164,446,178725,450498,12,0,Self-Employed,11,Good,1
58,61216,421,16740,338683,48,3,Salaried,5,Good,1
59,86833,380,327407,970811,24,2,Salaried,12,Good,1
57,73755,674,105789,854177,24,0,Business,15,Poor,1
55,42856,362,489080,744793,48,3,Salaried,13,Good,1
27,88870,803,457775,283670,60,3,Business,6,Good,1
47,22987,748,19465,870987,24,2,Self-Employed,15,Average,0
48,111502,727,444648,444289,24,1,Unemployed,8,Average,1
42,149404,726,4131,869115,24,1,Self-Employed,13,Poor,1
34,81323,720,10652,75741,60,0,Salaried,6,Good,1
27,24873,621,458189,203358,12,0,Salaried,11,Good,0
57,120219,465,218115,53599,48,4,Business,2,Good,1
42,20033,760,440363,178513,60,1,Business,13,Average,1
25,88324,758,309815,863725,36,0,Salaried,18,Average,1
22,30689,488,245289,327533,36,4,Self-Employed,10,Poor,1
47,124756,763,89342,552865,60,3,Salaried,4,Average,1
41,15066,678,281315,324462,60,0,Unemployed,12,Poor,0
58,129159,301,217201,315199,12,4,Unemployed,9,Poor,1
35,22533,663,259820,695452,36,1,Unemployed,6,Good,1
41,130828,371,186764,656867,48,3,Business,16,Good,1
30,74658,726,58541,711680,24,0,Unemployed,15,Good,1
43,53498,469,9470,154817,24,1,Salaried,7,Good,1
59,124028,504,192416,54642,12,3,Business,16,Good,1
25,26772,636,44308,535910,12,2,Business,12,Good,0
21,104385,771,443855,583609,36,1,Unemployed,10,Good,1
33,27940,494,414542,392112,48,2,Self-Employed,19,Good,0
41,133027,574,135669,793653,48,0,Salaried,17,Good,1
46,31932,306,102840,502834,60,4,Self-Employed,4,Good,1
41,39648,477,161860,677058,12,0,Self-Employed,5,Good,1
38,47966,541,458236,571315,24,1,Salaried,19,Good,1
57,57598,502,49477,469260,24,2,Salaried,13,Good,1
52,76084,842,108261,203043,36,2,Self-Employed,11,Average,1
56,146250,761,102466,830342,24,3,Salaried,3,Good,1
37,32118,379,295215,421906,48,0,Salaried,6,Poor,0
55,37616,822,463819,688471,48,0,Salaried,10,Good,1
31,146870,716,455139,691447,12,1,Unemployed,19,Good,1
41,22601,683,70560,862159,36,2,Business,1,Good,1
46,40363,690,466467,990063,24,1,Salaried,3,Good,1
24,17795,425,255392,123820,12,1,Business,6,Good,0
54,112462,793,261278,683350,60,2,Business,0,Average,1
38,117892,346,450708,788561,60,1,Salaried,14,Poor,1
60,87833,775,424986,601764,24,2,Salaried,19,Poor,1
55,18084,763,338906,572117,24,1,Self-Employed,7,Average,0
49,110865,422,166471,505899,24,4,Salaried,4,Good,1
49,15731,773,472164,716351,48,1,Business,13,Good,1
58,147201,433,244413,790457,24,1,Salaried,17,Average,1
41,16605,322,188511,170355,60,4,Salaried,2,Average,0
33,92506,534,437631,120047,24,0,Unemployed,1,Good,1
37,59130,358,405785,191868,36,2,Salaried,15,Poor,0
29,83469,463,2369,53881,60,3,Business,13,Good,1
21,105436,515,372107,589956,36,4,Salaried,15,Good,1
22,127341,482,228629,281789,60,0,Salaried,10,Poor,1
49,146965,389,262672,215384,12,1,Salaried,16,Poor,1
53,114694,610,108806,78106,60,0,Salaried,2,Average,0
30,34773,556,161386,798118,60,4,Salaried,4,Good,0
60,19239,832,102979,852161,36,1,Salaried,2,Good,1
41,35863,832,411263,703642,36,0,Self-Employed,14,Good,1
48,66415,351,281892,644608,60,3,Self-Employed,4,Average,1
31,83968,637,35109,891345,60,2,Salaried,2,Good,1
54,75430,470,13919,371546,48,2,Business,5,Good,1
28,16515,366,309642,171649,12,4,Salaried,13,Good,0
42,112206,599,317952,416074,12,1,Salaried,1,Good,1
28,71240,531,211864,742642,24,1,Self-Employed,17,Good,1
35,20586,367,70441,542665,60,2,Salaried,5,Poor,0
37,135419,805,375987,517854,60,0,Salaried,4,Good,1
43,137374,327,336564,743578,60,1,Salaried,13,Average,0
44,46186,350,422122,985454,60,3,Business,16,Good,0
39,41928,559,369591,634027,12,3,Self-Employed,10,Average,0
25,137990,483,464702,298765,36,1,Salaried,0,Poor,1
52,102029,322,66896,316651,48,1,Salaried,9,Good,1
21,35711,428,103431,227375,36,2,Business,8,Good,1
43,69962,590,415162,152552,36,4,Self-Employed,19,Good,1
57,35039,800,47020,653347,12,2,Salaried,11,Good,1
28,51561,485,205338,205739,48,4,Salaried,0,Average,0
33,16577,778,284305,709352,60,3,Salaried,17,Good,1
28,122792,791,27738,812186,12,4,Self-Employed,11,Good,1
43,25785,812,134997,180514,12,2,Business,1,Average,0
21,87227,366,401679,516779,48,1,Salaried,0,Good,0
44,133680,766,57153,924112,24,4,Salaried,0,Good,1
55,76957,584,214020,75530,12,2,Unemployed,0,Good,1
44,80431,716,61009,291348,36,3,Self-Employed,11,Average,1
37,86894,399,350082,65305,36,4,Self-Employed,6,Good,1
25,70192,488,361690,159097,60,3,Salaried,3,Good,0
40,16462,687,484469,828093,12,3,Self-Employed,20,Average,0
41,143848,540,172624,792627,60,0,Self-Employed,19,Good,1
60,91106,716,318415,529425,12,4,Salaried,3,Average,1
51,63665,475,271941,542049,48,2,Unemployed,14,Average,0
56,96010,686,348274,102044,12,4,Business,0,Average,1
31,87573,770,71942,180436,24,4,Business,5,Average,1
35,122803,532,118065,139363,36,3,Self-Employed,13,Average,1
39,134682,751,276109,370961,48,3,Salaried,13,Average,1
27,28386,576,275877,677326,36,3,Salaried,9,Average,0
48,139069,528,446439,620954,60,3,Salaried,6,Good,0
25,69460,470,389326,469389,48,2,Business,11,Good,1
25,130375,512,157998,855341,24,1,Salaried,18,Good,1
50,127660,581,159855,507183,36,0,Business,8,Good,1
52,106319,340,83360,998511,12,3,Salaried,2,Good,1
28,131582,421,167466,456201,12,3,Self-Employed,3,Good,1
30,57771,526,370522,72525,12,0,Self-Employed,12,Poor,0
58,67335,593,195868,162293,48,3,Self-Employed,9,Poor,1
52,67949,566,290431,151046,24,1,Business,13,Average,0
48,110558,840,82104,87403,24,4,Unemployed,5,Poor,1
37,117272,750,161508,218265,24,0,Salaried,7,Poor,1
51,17716,748,349060,550181,36,2,Salaried,18,Poor,0
28,86916,360,221404,447046,48,0,Salaried,9,Good,1
60,65906,801,466783,181605,12,1,Self-Employed,4,Good,1
45,15463,446,480699,817914,36,2,Salaried,4,Good,0
29,89694,633,265332,202018,24,4,Business,4,Good,1
22,83694,441,91205,335648,12,3,Salaried,8,Average,1
35,35008,343,232321,684839,48,0,Self-Employed,8,Good,1
23,85474,443,359493,367859,60,2,Business,14,Good,1
56,53185,632,137837,733615,24,0,Self-Employed,8,Good,1
24,102924,796,444842,611143,24,4,Self-Employed,13,Good,1
34,49980,695,219779,91721,24,0,Salaried,5,Good,1
45,37504,354,141879,161597,24,2,Salaried,19,Average,1
30,69970,606,10204,222922,12,1,Self-Employed,7,Good,1
41,31766,722,223674,412803,48,2,Salaried,1,Good,1
56,131944,716,189016,346867,36,0,Unemployed,4,Average,1
32,108922,624,304264,741099,12,4,Unemployed,16,Average,0
47,135494,379,102903,834717,48,3,Business,9,Good,1
60,23802,330,415874,579827,36,3,Salaried,13,Good,0
22,49159,411,299225,690648,24,4,Business,17,Good,1
33,26516,771,256687,413284,48,0,Salaried,0,Average,1
52,65492,373,34986,202383,24,4,Salaried,1,Good,1
51,44086,778,341466,808603,48,0,Salaried,3,Good,1
36,128758,686,356963,905612,60,2,Salaried,12,Good,1
52,45480,732,392159,429129,24,1,Salaried,15,Average,1
52,143023,711,50304,398125,24,0,Salaried,4,Good,1
54,125195,766,327736,872366,24,3,Unemployed,9,Good,1
31,53737,547,320692,977015,12,3,Salaried,16,Average,0
30,24265,419,360591,443399,36,1,Unemployed,10,Good,1
35,129165,366,39986,845907,24,0,Salaried,4,Good,1
37,134501,626,336239,527982,24,1,Salaried,14,Good,1
60,85990,769,91594,244202,12,2,Self-Employed,3,Good,1
38,30386,792,350425,371721,12,1,Self-Employed,6,Poor,1
29,119718,585,66151,832328,60,2,Salaried,9,Good,1
45,52425,611,335742,338152,48,3,Salaried,3,Average,0
60,136635,608,290358,782228,24,2,Salaried,19,Good,0
34,68634,396,300889,491157,48,0,Salaried,4,Good,1
45,101988,412,173620,617044,12,0,Business,4,Good,1
42,121337,755,141753,775618,12,0,Self-Employed,10,Average,1
50,82443,762,138056,655018,60,0,Salaried,18,Good,1
40,44424,431,158651,471128,36,4,Business,4,Good,1
41,103844,420,352954,656990,12,2,Salaried,20,Average,0
52,56984,496,234347,231731,24,0,Business,7,Poor,1
41,56505,781,186005,883272,60,1,Business,6,Good,1
55,117478,338,420615,262584,36,1,Unemployed,7,Good,1
52,77699,811,162553,350767,60,4,Salaried,12,Good,1
50,129012,773,944,899735,12,2,Self-Employed,4,Average,1
59,49758,460,93993,882494,36,2,Salaried,17,Good,1
32,31374,588,271258,106690,48,2,Self-Employed,8,Good,0
38,133686,499,301990,782942,36,4,Salaried,1,Good,0
41,18775,827,214738,148980,24,2,Salaried,15,Good,1
33,42388,802,208920,466850,48,2,Business,13,Good,1
41,138800,547,256805,567926,48,0,Salaried,16,Good,1
28,36029,682,294740,565717,24,2,Business,5,Good,1
60,98981,517,104087,971594,48,0,Business,2,Good,1
27,68639,386,468503,357410,12,0,Self-Employed,16,Good,1
43,129010,381,269051,211080,36,2,Salaried,12,Average,0
52,46105,361,255035,924075,36,1,Salaried,5,Good,0
31,141519,799,159186,632992,24,3,Unemployed,7,Good,1
42,117739,341,287153,816441,12,1,Salaried,5,Good,1
42,66796,311,346990,506082,48,2,Self-Employed,15,Average,0
45,30804,414,312385,429518,36,2,Self-Employed,5,Average,0
42,142732,517,166797,844814,36,1,Unemployed,16,Average,0
48,22951,405,281140,490990,36,2,Business,20,Good,0
49,34065,827,399263,517786,36,0,Self-Employed,2,Good,1
33,116503,771,497769,779422,60,4,Salaried,11,Average,1
38,120072,686,290911,926041,24,2,Salaried,5,Good,1
22,104360,525,278491,620986,48,2,Salaried,20,Average,1
49,77287,780,102063,313254,48,1,Business,6,Average,1
41,122357,707,24102,951698,24,0,Business,10,Good,1
35,44670,756,4263,525197,12,1,Business,8,Good,1
47,64112,320,370729,181458,24,1,Self-Employed,15,Average,1
51,103388,502,67438,265192,36,2,Self-Employed,4,Good,1
35,104156,716,96359,292282,36,0,Salaried,14,Good,1
43,62922,715,423756,884233,24,2,Salaried,20,Good,1
44,108348,747,130251,950444,24,2,Salaried,3,Good,1
33,94335,811,494087,932517,48,2,Business,4,Good,1
42,41312,384,468942,252929,48,2,Salaried,6,Good,1
57,81985,466,456985,81566,60,4,Business,2,Good,1
53,145744,683,171915,291300,60,3,Self-Employed,3,Average,1
23,115963,767,27690,73798,36,0,Salaried,14,Good,1
39,46551,371,2994,456781,60,4,Salaried,1,Good,1
43,104813,820,103533,73027,60,3,Salaried,4,Good,1
49,116025,772,67546,550252,12,3,Salaried,6,Good,1
50,139342,557,400593,540847,24,3,Business,16,Good,1
59,24637,574,340716,842063,48,4,Salaried,7,Good,0
45,58258,319,26467,795225,60,0,Business,8,Average,0
57,144553,789,246590,289628,48,1,Business,9,Good,1
